10.000000   34.026528 
20.000000   405.812555 
30.000000   5936.905079 
40.000000   714001.557266 
50.000000   163049.367034 
60.000000   2620025.273485 
70.000000   11032333816728.222656 
80.000000   914861757923648.000000 
90.000000   73079629690520.234375 
100.000000   38443823891558.000000 
110.000000   5246380945404082520064.000000 
120.000000   140872827935694667776.000000 
130.000000   777659964407545998606336.000000 
140.000000   6411366193230682743294132224.000000 
150.000000   30215389471219523089990680576.000000 
